1,True,Hip-Hop,2,Food
1,True,Hip-Hop,3,Electric Ave
1,True,Hip-Hop,5,This World
2,True,Pop,10,Freeway
1,True,-,20,Spiritual Level
1,False,-,26,Where is your Love?
1,True,-,30,Too Happy
1,False,-,46,Yosemite
1,False,-,48,Light of Light
1,True,Hip-Hop,134,Street Music
1,True,Rock,135,Fathers Day
1,True,Rock,136,Peel Back The Mountain Sky
12,True,Experimental,137,Side A
12,True,Experimental,138,Side B
1,True,Folk,139,CandyAss
5,True,Folk,140,Queen Of The Wires
1,True,Folk,141,Ohio
1,True,Folk,142,Punjabi Watery Grave
1,True,Jazz,144,Wire Up
1,True,Jazz,145,Amoebiasis
1,True,Jazz,146,Gimme a Buck or Ill Touch You - Boilermaker
1,True,Jazz,147,Repetitive Motion Sickness
1,True,Experimental,148,Blackout 2
1,True,Experimental,149,Outside the window bees buzzed...
1,True,Experimental,150,... listening to the sunshine burn the grass
1,False,Rock,151,Untitled 04
1,False,Rock,152,Untitled 11
6,True,Rock,153,Hundred-Year Flood
6,False,Rock,154,Squares And Circles
1,False,Rock,155,Maps of the Stars Homes
1,True,Experimental,156,Track 01
1,False,Experimental,157,Track 02
1,False,Experimental,158,Track 03
1,False,Experimental,159,Track 04
1,False,Experimental,160,Track 05
1,False,Experimental,161,Track 06
1,False,Experimental,162,Track 07
1,False,Experimental,163,Track 08
1,False,Experimental,164,Track 09
1,False,Experimental,165,Track 10
1,False,Experimental,166,Track 11
1,False,Experimental,167,Track 12
1,False,Experimental,168,Track 13
6,False,Rock,169,Boss of Goth
1,False,Rock,170,Industry Standard Massacre
1,False,Rock,171,Marching as Technitions
1,False,Rock,172,I Cant Stand You Up-right
6,False,Rock,173,Save Lifes Golden Receipt In Case Refund Needed
6,False,Rock,174,Senators Stance
1,False,Rock,175,Snapped Today
1,False,Rock,176,Step Up to Legends
6,False,Rock,177,Petty Hate Machine
1,False,Rock,178,Lend Me a Blanket
1,False,Rock,179,Ready to Die
4,True,Rock,181,Gopacapulco
4,True,Rock,182,Jules Lost His Jewels
10,True,Rock,183,For Kate I Wait
1,True,Rock,184,Helen
1,True,-,185,Want Me
1,True,Folk,188,Piano 1
1,False,Folk,189,The Thought Of It
1,True,Folk,190,Castle Of Stars
1,False,Folk,191,Song About Michael
1,False,Folk,192,Ed Talk WNYC
1,True,Folk,193,Here With You
1,True,Folk,194,All I want to Do
1,False,Folk,195,I Remember You
1,False,Folk,196,Bright Mr Brother
1,True,Folk,197,Piano 2
1,True,Folk,198,It Breaks My Heart
1,False,Folk,199,Rimbaud
1,True,Folk,200,Baby Come Home
1,False,Folk,201,Big City
1,False,Folk,202,Palomino
1,True,Folk,203,Song For R
1,True,Folk,204,My Dream
1,False,Folk,205,What Crow Saw
1,False,Folk,206,Bella Crane
1,True,Folk,207,Piano 3
1,True,Folk,208,Safe Harbor
1,True,Folk,209,Safe Harbor
1,True,Folk,210,In the French Court
1,True,Folk,211,In America
1,True,Folk,212,When I Arive
7,True,Pop,213,Boute
1,True,Rock,226,W.T.M.
1,True,Rock,228,Dont Run With Pizzas
0,True,-,236,Push Am (Left Right)
1,True,Jazz,237,Garbage and (Garbage and Fire)
1,True,Jazz,238,France Attacks
1,True,-,246,Referents
1,True,Rock,247,A New Map for Kissing
1,True,-,248,Ghosts
